"ERNnem","HostSpecies","PathogenSpecies","PathogenStrain","StageInfected","TissueInfected","FieldOrLab","Country","SoilType","AssociatedBacterium","IntermediateHost","CreationDate","ModificationDate","Group","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
228,"Reticulitermes flavipes","Neosteinernema longicurvicaudum","not maintained","Adult;Nymph","Head","Field","USA","loamy sand / orchard","undescribed","none",1997-05-27,1999-02-12,"Nematode",36989,"Reticulitermes","Rhinotermitidae","Blattodea","Insecta",NA,NA,NA,NA,NA,NA
108,"Popillia japonica","Heterorhabditis bacteriophora","Forschler ?","Larva","Hemocoel","Field","USA",NA,"Photorhabdus luminescens","none",1997-05-27,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
109,"Amphimallon solstitialis","Heterorhabditis bacteriophora",NA,"Larva","Hemocoel","Field","Germany",NA,"Photorhabdus luminescens","none",1997-05-27,1999-02-12,"Nematode",360071,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
110,"Cyclocephala hirta","Heterorhabditis bacteriophora","Ali","Larva","Hemocoel","Field","USA",NA,"Photorhabdus luminescens","none",1997-05-27,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
111,"Phyllophaga sp.","Heterorhabditis bacteriophora","HP88","Larva","Hemocoel","Field","USA",NA,"Photorhabdus luminescens","none",1997-05-27,1999-02-12,"Nematode",219349,"Phyllophaga","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
112,"Diabrotica balteata","Heterorhabditis bacteriophora","Creighton","Larva","Hemocoel","Field","USA",NA,"Photorhabdus luminescens","none",1997-05-27,1999-02-12,"Nematode",107213,"Diabrotica","Chrysomelidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
113,"Curculio caryae","Heterorhabditis bacteriophora","Hamm","Larva","Hemocoel","Field","USA",NA,"Photorhabdus luminescens","none",1997-05-27,1999-02-12,"Nematode",13025,"Curculio","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
114,"Diaprepes abbreviatus","Heterorhabditis bacteriophora","McCoy","Larva","Hemocoel","Field","USA",NA,"Photorhabdus luminescens","none",1997-05-27,1999-02-12,"Nematode",13040,"Diaprepes","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
115,"Diaprepes abbreviatus","Heterorhabditis bacteriophora","Schroeder","Larva","Hemocoel","Field","USA",NA,"Photorhabdus luminescens","none",1997-05-27,1999-02-12,"Nematode",13040,"Diaprepes","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
116,"Helicoverpa punctigera","Heterorhabditis bacteriophora","HB1 ","Larva","Hemocoel","Field","Australia",NA,"Photorhabdus luminescens","none",1997-05-27,1999-02-12,"Nematode",27545,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
117,"Helicoverpa zea","Heterorhabditis bacteriophora","NC1","Larva","Hemocoel","Field","USA",NA,"Photorhabdus luminescens","none",1997-05-27,1999-02-12,"Nematode",7113,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
118,"Diatraea grandiosella","Heterorhabditis bacteriophora","Overholt","Larva","Hemocoel","Field","USA",NA,"Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",61289,"Diatraea","Crambidae","Lepidoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
119,"Popillia japonica","Heterorhabditis megidis","not maintained ","Larva","Hemocoel","Field","USA","grassland golf course","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
120,"Popillia japonica","Heterorhabditis megidis","HO1","Larva","Hemocoel","Field","USA","grassland golf course","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
121,"Phyllopertha horticola","Heterorhabditis megidis","NLHB 87.1","Larva","Hemocoel","Field","The Netherlands","grassland","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
122,"Phyllopertha horticola","Heterorhabditis megidis","NLH Hi93","Larva","Hemocoel","Field","The Netherlands","sandy loam, loamy sand / home gardens","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
123,"Phyllopertha horticola","Heterorhabditis megidis","NLH A93","Larva","Hemocoel","Field","The Netherlands","sandy loam, loamy sand / cemetary","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
124,"Phyllopertha horticola","Heterorhabditis megidis","NLH H9292.2","Larva","Hemocoel","Field","The Netherlands","sandy loam, loamy sand / grassland","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
125,"Phyllopertha horticola","Heterorhabditis megidis","NLH H94.1","Larva","Hemocoel","Field","The Netherlands","sandy loam, loamy sand / grassland","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
126,"Amphimallon solstitialis","Heterorhabditis megidis","NLH HJun91","Larva","Hemocoel","Field","The Netherlands","sandy loam, loamy sand / grassland golf course","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",360071,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
127,"Amphimallon solstitialis","Heterorhabditis megidis","NLH AJ93","Larva","Hemocoel","Field","The Netherlands","sandy loam, loamy sand / grassland golf course","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",360071,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
128,"Otiorhynchus sulcatus","Heterorhabditis megidis","HSH1","Larva","Hemocoel","Field","Germany","home gardens","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",122849,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
129,"Heteronychus arator","Heterorhabditis zealandica","NZH","Larva","Hemocoel","Field","New Zealand",NA,"Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",295550,"Heteronychus","Scarabaeidae","Coleoptera","Insecta",70532,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
130,"Agriotes ponticus","Heterorhabditis sp.","not maintained","Larva","Hemocoel","Field","Republica Moldova","loamy sand / vegetables, grain","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
131,"Hoplocampa testudinae","Heterorhabditis sp.","not maintained","Larva","Hemocoel","Field","Poland","sandy loam / orchards","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
132,"Phyllopertha horticola","Heterorhabditis sp.","HSH3","Larva","Hemocoel","Field","Germany","loamy sand / grassland golf courses","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
133,"Popillia japonica","Heterorhabditis sp.","not maintained ","Larva","Hemocoel","Field","USA",NA,"Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
134,"Popillia japonica","Heterorhabditis sp.","Elgria","Larva","Hemocoel","Field","USA",NA,"Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
135,"Lepidiota crinita","Heterorhabditis sp.","unknown","Larva","Hemocoel","Field","Australia","coarse alluvial sand grading to fine silt / sugar cane, first ratoon","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
136,"Lepidiota negatoria","Heterorhabditis sp.","unknown","Larva","Hemocoel","Field","Australia","coarse alluvial sand grading to fine silt / sugar cane, first ratoon","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",272055,"Lepidiota","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
137,"Lepidiota picticollis","Heterorhabditis sp.","unknown","Larva","Hemocoel","Field","Australia","coarse alluvial sand grading to fine silt / sugar cane, first ratoon","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
138,"Antitrogus consanguineus","Heterorhabditis sp.","unknown","Larva","Hemocoel","Field","Australia","coarse alluvial sand grading to fine silt / sugar cane, first ratoon","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",272057,"Antitrogus","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
139,"Graphognathus leucoloma","Heterorhabditis sp.","unknown","Larva","Hemocoel","Field","Australia",NA,"Photorhabdus sp.","none",1997-05-27,2000-12-28,"Nematode",299136,"Naupactus","Curculionidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
140,"Graphognathus leucoloma","Heterorhabditis sp.","nematode 41088","Larva","Hemocoel","Field","USA, Australia",NA,"Photorhabdus lsp.","none",1997-05-27,2000-12-28,"Nematode",299136,"Naupactus","Curculionidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
141,"Cylas formicarius","Heterorhabditis sp.","Tetuan","Larva","Hemocoel","Field","Cuba",NA,"Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",197179,"Cylas","Brentidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
142,"Pachnaeus litus","Heterorhabditis sp.","P2M","Larva","Hemocoel","Field","Cuba",NA,"Photorhabdus sp.","none",1997-05-27,2000-02-03,"Nematode",215240,"Pachnaeus","Curculionidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
143,"Pericoptus truncatus","Heterorhabditis sp.","unknown","Larva","Hemocoel","Field","New Zealand","edge of sand","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
144,"Hepialus californicus","Heterorhabditis hepialus ","hepialus (syn.)","Larva","Hemocoel","Field","USA","orchards, bush lupines, lupines","Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",98965,"Hepialus","Hepialidae","Lepidoptera","Insecta",70531,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
145,"Gasterocercodes brasiliensis","Heterorhabditis sp.","not maintained","Larva","Hemocoel","Field",NA,NA,"Photorhabdus sp.","none",1997-05-27,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
146,"Dilophus vulgaris","Steinernema feltiae","bibionis (syn.)","Larva","Hemocoel","Field","Denmark",NA,"Xenorhabdus bovienii","none",1997-05-28,1999-02-12,"Nematode",NA,NA,NA,NA,NA,52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
17,"Acheta domesticus","Steinernema scapterisci",NA,"Adult","hemocoel","Lab","USA",NA,"none","none",1997-06-03,1999-02-12,"Nematode",6997,"Acheta","Gryllidae","Orthoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
18,"Scapteriscus borellii","Steinernema scapterisci",NA,"Adult","hemocoel","Lab","USA",NA,"none","none",1997-06-03,2000-12-28,"Nematode",935122,"Scapteriscus","Gryllotalpidae","Orthoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
19,"Scapteriscus vicinus","Steinernema scapterisci",NA,"Adult","hemocoel","Lab","USA",NA,"none","none",1997-06-03,1999-02-12,"Nematode",2126138,"Neoscapteriscus","Gryllotalpidae","Orthoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
147,"Heteronychus arator","Heterorhabditis zealandica","NZ","Larva","Hemocoel","Field","New Zealand",NA,"Photorhabdus sp.","none",1997-06-03,1999-02-12,"Nematode",295550,"Heteronychus","Scarabaeidae","Coleoptera","Insecta",70532,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
148,"Costelytra zealandica","Cephalobellus costelytrae",NA,"Larva",NA,"Field","New Zealand",NA,"none",NA,1997-06-03,1999-02-12,"Nematode",50579,"Costelytra","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
1,"Austrosimulium multicorne","Austromemermis namis",NA,NA,NA,"Field","New Zealand",NA,"none",NA,1997-06-03,1999-02-12,"Nematode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Neocurupira hudsoni","Blepharomermis craigi",NA,NA,NA,"Field","New Zealand",NA,"none",NA,1997-06-03,1999-02-12,"Nematode",547872,"Neocurupira","Blephariceridae","Diptera","Insecta",NA,NA,NA,NA,NA,NA
3,"Costelytra zealandica","Psammomermis canterburiensis",NA,NA,NA,"Field","New Zealand",NA,"none",NA,1997-06-03,1999-02-12,"Nematode",50579,"Costelytra","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
4,"Sirex noctilio","Delandenus siricidicola",NA,NA,NA,"Field","New Zealand",NA,"none",NA,1997-06-03,1999-02-12,"Nematode",36765,"Sirex","Siricidae","Hymenoptera","Insecta",NA,NA,NA,NA,NA,NA
5,"Platyzosteria novaeseelandiae","Blatticola tuapakae",NA,NA,NA,"Field","New Zealand",NA,"none",NA,1997-06-03,1999-02-12,"Nematode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"Platyzosteria novaeseelandiae","Protrellina gurri ",NA,NA,NA,"Field","New Zealand",NA,"none",NA,1997-06-03,1999-02-12,"Nematode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,"Pericoptus truncatus","Tetleyus pericopti",NA,"Larva",NA,"Field","New Zealand",NA,"none",NA,1997-06-03,1999-02-12,"Nematode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"Eudonia sabulosella","Steinernema feltiae","unknown",NA,"Hemocoel","Field","New Zealand",NA,"Xenorhabdus bovienii","none",1997-06-04,1999-02-12,"Nematode",2170629,"Eudonia","Crambidae","Lepidoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
150,"Popillia japonica","Heterorhabditis bacteriophora","HP88","Larva","Hemocoel","Field",NA,"turf","Photorhabdus luminescens","none",1997-06-04,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
151,"Cyclocephala borealis","Steinernema carpocapsae",NA,"Larva","hemocoel","Field",NA,NA,"Xenorhabdus nematophilus","none",1997-06-04,2000-12-28,"Nematode",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
152,"Cyclocephala borealis","Heterorhabditis bacteriophora","HP88","Larva","Hemocoel","Field",NA,NA,"Photorhabdus luminescens","none",1997-06-04,2000-12-28,"Nematode",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
153,"Cyclocephala hirta","Heterorhabditis bacteriophora","HP88","Larva","Hemocoel","Field",NA,NA,"Photorhabdus luminescens","none",1997-06-04,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
154,"Popillia japonica","Heterorhabditis bacteriophora","unknown","Larva","Hemocoel","Field","USA","turf, potted yew","Photorhabdus luminescens","none",1997-06-04,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
155,"Popillia japonica","Heterorhabditis sp.","unknown","Larva","Hemocoel","Lab",NA,"potted yew","Photorhabdus sp.","none",1997-06-04,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
156,"Popillia japonica","Steinernema carpocapsae","Breton","Larva","Hemocoel","Field",NA,"potted yew","Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
157,"Rhizotrogus majalis","Steinernema carpocapsae",NA,"Larva","hemocoel","Field",NA,"potted yew","Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",221092,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
158,"Rhizotrogus majalis","Steinernema glaseri",NA,"Larva","hemocoel","Field",NA,"potted yew","Xenorhabdus poinarii","none",1997-06-04,1999-02-12,"Nematode",221092,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
159,"Rhizotrogus majalis","Heterorhabditis bacteriophora","unknown","Larva","Hemocoel","Field",NA,"potted yew","Photorhabdus luminescens","none",1997-06-04,1999-02-12,"Nematode",221092,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
160,"Rhizotrogus majalis","Heterorhabditis sp.","unknown","Larva","Hemocoel","Field",NA,"potted yew","Photorhabdus sp.","none",1997-06-04,1999-02-12,"Nematode",221092,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
161,"Phyllopertha horticola","Heterorhabditis megidis","NLH H92.1","Larva","Hemocoel","Field","The Netherlands","sandy loam, loamy sand / grassland","Photorhabdus sp.","none",1997-06-04,1999-02-12,"Nematode",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
162,"Costelytra zealandica","Steinernema glaseri",NA,"Larva","hemocoel","Field",NA,"pasture","Xenorhabdus poinarii","none",1997-06-04,1999-02-12,"Nematode",50579,"Costelytra","Scarabaeidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
163,"Costelytra zealandica","Heterorhabditis bacteriophora","unknown","Larva","Hemocoel","Field",NA,"pasture","Photorhabdus luminescens","none",1997-06-04,1999-02-12,"Nematode",50579,"Costelytra","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
164,"Adoryphorus couloni","Steinernema glaseri",NA,"Larva","hemocoel","Field",NA,"pasture","Xenorhabdus poinarii","none",1997-06-04,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
165,"Alissonotum impressicolle","Steinernema glaseri",NA,"Larva","hemocoel","Field",NA,"sugarcane","Xenorhabdus poinarii","none",1997-06-04,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
166,"Ligyrus subtropicus","Steinernema glaseri",NA,"Larva","hemocoel","Field",NA,"sugarcane","Xenorhabdus poinarii","none",1997-06-04,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
167,"Alissonotum impressicolle","Heterorhabditis sp.","unknown","Larva","Hemocoel","Field",NA,"sugarcane","Photorhabdus sp.","none",1997-06-04,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
168,"Ligyrus subtropicus","Steinernema carpocapsae",NA,"Larva","hemocoel","Field",NA,"sugarcane","Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",NA,NA,NA,NA,NA,34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
169,"Popillia japonica","Steinernema carpocapsae","Agriotos","Larva","Hemocoel","Field",NA,"potted yew","Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
170,"Otiorhynchus sulcatus","Heterorhabditis bacteriophora",NA,"Larva","Hemocoel","Field",NA,"cranberries","Photorhabdus sp.","none",1997-06-04,1999-02-12,"Nematode",122849,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
171,"Otiorhynchus sulcatus","Heterorhabditis bacteriophora","HP88","Larva","Hemocoel","Field",NA,NA,"Photorhabdus sp.","none",1997-06-04,1999-02-12,"Nematode",122849,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
172,"Otiorhynchus sulcatus","Heterorhabditis sp.",NA,"Larva","Hemocoel","Field",NA,"yew","Photorhabdus sp.","none",1997-06-04,1999-02-12,"Nematode",122849,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
173,"Otiorhynchus ovatus","Steinernema carpocapsae",NA,"Larva","Hemocoel","Field",NA,NA,"Xenorhabdus bovienii","none",1997-06-04,1999-02-12,"Nematode",202098,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
174,"Otiorhynchus ovatus","Steinernema glaseri",NA,"Larva","Hemocoel","Field",NA,NA,"Xenorhabdus bovienii","none",1997-06-04,1999-02-12,"Nematode",202098,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
175,"Otiorhynchus ovatus","Heterorhabditis bacteriophora",NA,"Larva","Hemocoel","Field",NA,NA,"Photorhabdus sp.","none",1997-06-04,1999-02-12,"Nematode",202098,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
176,"Diaprepes abbreviatus","Steinernema carpocapsae",NA,"Larva","Hemocoel","Field",NA,NA,"Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",13040,"Diaprepes","Curculionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
177,"Diaprepes abbreviatus","Steinernema glaseri",NA,"Larva","Hemocoel","Field",NA,NA,"Xenorhabdus bovienii","none",1997-06-04,1999-02-12,"Nematode",13040,"Diaprepes","Curculionidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
178,"Graphognathus sp.","Steinernema carpocapsae",NA,"Larva","Hemocoel","Field",NA,NA,"undescribed","none",1997-06-04,1999-02-12,"Nematode",NA,NA,NA,NA,NA,34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
179,"Graphognathus sp.","Steinernema glaseri",NA,"Larva","hemocoel","Field",NA,NA,"Xenorhabdus poinarii","none",1997-06-04,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
180,"Hylobius abietis","Steinernema carpocapsae","not maintained","Larva","Hemocoel","Field",NA,NA,"Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",201999,"Hylobius","Curculionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
181,"Curculio caryae","Steinernema carpocapsae","not maintained","Larva","Hemocoel","Field",NA,NA,"Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",13025,"Curculio","Curculionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
182,"Sphenophorus parvulus","Steinernema carpocapsae","not maintained","Larva","Hemocoel","Field",NA,NA,"Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",2051964,"Sphenophorus","Curculionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
183,"Sphenophorus parvulus","Heterorhabditis bacteriophora","HP88","Larva","Hemocoel","Field",NA,NA,"Photorhabdus sp.","none",1997-06-04,1999-02-12,"Nematode",2051964,"Sphenophorus","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
8,"Anasa tristis","Steinernema carpocapsae","not maintained",NA,"hemocoel","Field",NA,NA,"Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",236421,"Anasa","Coreidae","Hemiptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
184,"Holcocerus insularis","Steinernema affinis",NA,"Larva","Hemocoel","Field",NA,NA,"Xenorhabdus bovienii","none",1997-06-04,1999-02-12,"Nematode",1206366,"Streltzoviella","Cossidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
